date,age_group,partially_vaccinated,at_least_one_dose,fully_vaccinated,population_total,population_12_and_up,partially_vaccinated_percent,partially_vaccinated_percent_12_and_up,at_least_one_dose_percent,at_least_one_dose_percent_12_and_up,fully_vaccinated_percent,fully_vaccinated_percent_12_and_up
2/17/22,17-Dec,250267,2316819,2066552,3168617,3168617,0.078983039,0.078983039,0.731176725,0.731176725,0.652193686,0.652193686
2/16/22,17-Dec,250679,2316037,2065358,3168617,3168617,0.079113064,0.079113064,0.730929929,0.730929929,0.651816865,0.651816865
2/15/22,17-Dec,251315,2314952,2063637,3168617,3168617,0.079313783,0.079313783,0.730587509,0.730587509,0.651273726,0.651273726
2/14/22,17-Dec,252055,2314044,2061989,3168617,3168617,0.079547323,0.079547323,0.730300948,0.730300948,0.650753625,0.650753625
2/13/22,17-Dec,252633,2313115,2060482,3168617,3168617,0.079729737,0.079729737,0.73000776,0.73000776,0.650278024,0.650278024
2/12/22,17-Dec,252817,2312697,2059880,3168617,3168617,0.079787806,0.079787806,0.729875842,0.729875842,0.650088035,0.650088035
2/11/22,17-Dec,253265,2311521,2058256,3168617,3168617,0.079929193,0.079929193,0.729504702,0.729504702,0.649575509,0.649575509
2/10/22,17-Dec,253973,2309557,2055584,3168617,3168617,0.080152634,0.080152634,0.728884873,0.728884873,0.648732239,0.648732239
2/9/22,17-Dec,254626,2308227,2053601,3168617,3168617,0.080358718,0.080358718,0.728465132,0.728465132,0.648106414,0.648106414
2/8/22,17-Dec,255430,2306751,2051321,3168617,3168617,0.080612456,0.080612456,0.727999313,0.727999313,0.647386857,0.647386857
2/7/22,17-Dec,256098,2305376,2049278,3168617,3168617,0.080823274,0.080823274,0.72756537,0.72756537,0.646742096,0.646742096
2/6/22,17-Dec,256685,2303914,2047229,3168617,3168617,0.081008528,0.081008528,0.72710397,0.72710397,0.646095442,0.646095442
2/5/22,17-Dec,256827,2303187,2046360,3168617,3168617,0.081053343,0.081053343,0.726874532,0.726874532,0.645821189,0.645821189
2/4/22,17-Dec,257213,2301597,2044384,3168617,3168617,0.081175163,0.081175163,0.726372736,0.726372736,0.645197574,0.645197574
2/3/22,17-Dec,258084,2299218,2041134,3168617,3168617,0.081450046,0.081450046,0.725621935,0.725621935,0.64417189,0.64417189
2/2/22,17-Dec,258659,2297476,2038817,3168617,3168617,0.081631513,0.081631513,0.725072169,0.725072169,0.643440656,0.643440656
2/1/22,17-Dec,259453,2295772,2036319,3168617,3168617,0.081882096,0.081882096,0.724534395,0.724534395,0.642652299,0.642652299
1/31/22,17-Dec,260078,2294047,2033969,3168617,3168617,0.082079343,0.082079343,0.723989993,0.723989993,0.641910651,0.641910651
1/30/22,17-Dec,260595,2292156,2031561,3168617,3168617,0.082242505,0.082242505,0.723393203,0.723393203,0.641150698,0.641150698
1/29/22,17-Dec,260704,2291363,2030659,3168617,3168617,0.082276905,0.082276905,0.723142936,0.723142936,0.640866031,0.640866031
1/28/22,17-Dec,260877,2289279,2028402,3168617,3168617,0.082331503,0.082331503,0.722485236,0.722485236,0.640153733,0.640153733
1/27/22,17-Dec,261345,2286219,2024874,3168617,3168617,0.082479201,0.082479201,0.721519515,0.721519515,0.639040313,0.639040313
1/26/22,17-Dec,261905,2284018,2022113,3168617,3168617,0.082655935,0.082655935,0.72082489,0.72082489,0.638168955,0.638168955
1/25/22,17-Dec,262439,2281656,2019217,3168617,3168617,0.082824463,0.082824463,0.720079454,0.720079454,0.637254992,0.637254992
1/24/22,17-Dec,262758,2279391,2016633,3168617,3168617,0.082925137,0.082925137,0.719364631,0.719364631,0.636439494,0.636439494
1/23/22,17-Dec,262774,2277037,2014263,3168617,3168617,0.082930187,0.082930187,0.71862172,0.71862172,0.635691534,0.635691534
1/22/22,17-Dec,262595,2276040,2013445,3168617,3168617,0.082873695,0.082873695,0.718307072,0.718307072,0.635433377,0.635433377
1/21/22,17-Dec,261655,2273767,2012112,3168617,3168617,0.082577036,0.082577036,0.717589724,0.717589724,0.635012689,0.635012689
1/20/22,17-Dec,260516,2270266,2009750,3168617,3168617,0.082217573,0.082217573,0.716484826,0.716484826,0.634267253,0.634267253
1/19/22,17-Dec,260277,2267443,2007166,3168617,3168617,0.082142146,0.082142146,0.715593901,0.715593901,0.633451755,0.633451755
1/18/22,17-Dec,260073,2264389,2004316,3168617,3168617,0.082077765,0.082077765,0.714630074,0.714630074,0.632552309,0.632552309
1/17/22,17-Dec,259740,2261391,2001651,3168617,3168617,0.081972671,0.081972671,0.71368392,0.71368392,0.631711248,0.631711248
1/16/22,17-Dec,258937,2258330,1999393,3168617,3168617,0.081719248,0.081719248,0.712717883,0.712717883,0.630998634,0.630998634
1/15/22,17-Dec,258522,2257176,1998654,3168617,3168617,0.081588277,0.081588277,0.712353686,0.712353686,0.63076541,0.63076541
1/14/22,17-Dec,257175,2254387,1997212,3168617,3168617,0.08116317,0.08116317,0.711473491,0.711473491,0.630310322,0.630310322
1/13/22,17-Dec,255059,2249942,1994883,3168617,3168617,0.080495371,0.080495371,0.710070671,0.710070671,0.629575301,0.629575301
1/12/22,17-Dec,254010,2246342,1992332,3168617,3168617,0.080164311,0.080164311,0.708934529,0.708934529,0.628770217,0.628770217
1/11/22,17-Dec,253195,2242604,1989409,3168617,3168617,0.079907101,0.079907101,0.707754834,0.707754834,0.627847733,0.627847733
1/10/22,17-Dec,252527,2238987,1986460,3168617,3168617,0.079696284,0.079696284,0.706613327,0.706613327,0.626917043,0.626917043
1/9/22,17-Dec,251971,2235564,1983593,3168617,3168617,0.079520813,0.079520813,0.705533045,0.705533045,0.626012232,0.626012232
1/8/22,17-Dec,251607,2234252,1982645,3168617,3168617,0.079405936,0.079405936,0.705118984,0.705118984,0.625713048,0.625713048
1/7/22,17-Dec,250831,2230915,1980084,3168617,3168617,0.079161035,0.079161035,0.704065843,0.704065843,0.624904809,0.624904809
1/6/22,17-Dec,250015,2226121,1976106,3168617,3168617,0.078903509,0.078903509,0.70255288,0.70255288,0.623649371,0.623649371
1/5/22,17-Dec,248979,2221917,1972938,3168617,3168617,0.078576552,0.078576552,0.701226119,0.701226119,0.622649566,0.622649566
1/4/22,17-Dec,248119,2218032,1969913,3168617,3168617,0.078305141,0.078305141,0.700000032,0.700000032,0.621694891,0.621694891
1/3/22,17-Dec,247548,2214422,1966874,3168617,3168617,0.078124936,0.078124936,0.698860733,0.698860733,0.620735797,0.620735797
1/2/22,17-Dec,247225,2211080,1963855,3168617,3168617,0.078022999,0.078022999,0.697806014,0.697806014,0.619783016,0.619783016
1/1/22,17-Dec,247334,2210284,1962950,3168617,3168617,0.078057399,0.078057399,0.697554801,0.697554801,0.619497402,0.619497402
12/31/21,17-Dec,247258,2210106,1962848,3168617,3168617,0.078033413,0.078033413,0.697498625,0.697498625,0.619465211,0.619465211
12/30/21,17-Dec,247175,2209047,1961872,3168617,3168617,0.078007219,0.078007219,0.69716441,0.69716441,0.619157191,0.619157191
12/29/21,17-Dec,246398,2205513,1959115,3168617,3168617,0.077762002,0.077762002,0.696049096,0.696049096,0.618287095,0.618287095
12/28/21,17-Dec,245652,2201625,1955973,3168617,3168617,0.077526568,0.077526568,0.694822063,0.694822063,0.617295495,0.617295495
12/27/21,17-Dec,245371,2198006,1952635,3168617,3168617,0.077437885,0.077437885,0.693679924,0.693679924,0.616242039,0.616242039
12/26/21,17-Dec,245494,2195072,1949578,3168617,3168617,0.077476704,0.077476704,0.692753968,0.692753968,0.615277264,0.615277264
12/25/21,17-Dec,245779,2194375,1948596,3168617,3168617,0.077566648,0.077566648,0.692533998,0.692533998,0.61496735,0.61496735
12/24/21,17-Dec,245769,2194359,1948590,3168617,3168617,0.077563492,0.077563492,0.692528949,0.692528949,0.614965457,0.614965457
12/23/21,17-Dec,245940,2193876,1947936,3168617,3168617,0.077617459,0.077617459,0.692376516,0.692376516,0.614759057,0.614759057
12/22/21,17-Dec,245544,2191080,1945536,3168617,3168617,0.077492483,0.077492483,0.691494112,0.691494112,0.614001629,0.614001629
12/21/21,17-Dec,245314,2187619,1942305,3168617,3168617,0.077419896,0.077419896,0.690401838,0.690401838,0.612981941,0.612981941
12/20/21,17-Dec,244943,2184063,1939120,3168617,3168617,0.077302811,0.077302811,0.689279582,0.689279582,0.611976771,0.611976771
12/19/21,17-Dec,244560,2180640,1936080,3168617,3168617,0.077181938,0.077181938,0.6881993,0.6881993,0.611017362,0.611017362
12/18/21,17-Dec,244609,2179772,1935163,3168617,3168617,0.077197402,0.077197402,0.687925363,0.687925363,0.610727961,0.610727961
12/17/21,17-Dec,244710,2177817,1933107,3168617,3168617,0.077229277,0.077229277,0.687308375,0.687308375,0.610079098,0.610079098
12/16/21,17-Dec,244635,2174546,1929911,3168617,3168617,0.077205607,0.077205607,0.686276063,0.686276063,0.609070456,0.609070456
12/15/21,17-Dec,243564,2171959,1928395,3168617,3168617,0.076867605,0.076867605,0.685459619,0.685459619,0.608592013,0.608592013
12/14/21,17-Dec,244278,2169348,1925070,3168617,3168617,0.07709294,0.07709294,0.6846356,0.6846356,0.60754266,0.60754266
12/13/21,17-Dec,245004,2166891,1921887,3168617,3168617,0.077322062,0.077322062,0.683860183,0.683860183,0.606538121,0.606538121
12/12/21,17-Dec,245825,2164557,1918732,3168617,3168617,0.077581166,0.077581166,0.683123584,0.683123584,0.605542418,0.605542418
12/11/21,17-Dec,246223,2163728,1917505,3168617,3168617,0.077706772,0.077706772,0.682861955,0.682861955,0.605155183,0.605155183
12/10/21,17-Dec,247585,2161576,1913991,3168617,3168617,0.078136613,0.078136613,0.682182795,0.682182795,0.604046182,0.604046182
12/9/21,17-Dec,249291,2158319,1909028,3168617,3168617,0.078675018,0.078675018,0.681154901,0.681154901,0.602479883,0.602479883
12/8/21,17-Dec,249964,2155394,1905430,3168617,3168617,0.078887414,0.078887414,0.680231786,0.680231786,0.601344372,0.601344372
12/7/21,17-Dec,250751,2151979,1901228,3168617,3168617,0.079135787,0.079135787,0.679154028,0.679154028,0.600018241,0.600018241
12/6/21,17-Dec,251720,2148860,1897140,3168617,3168617,0.079441599,0.079441599,0.678169687,0.678169687,0.598728089,0.598728089
12/5/21,17-Dec,252318,2145943,1893625,3168617,3168617,0.079630325,0.079630325,0.677249096,0.677249096,0.597618772,0.597618772
12/4/21,17-Dec,252532,2144943,1892411,3168617,3168617,0.079697862,0.079697862,0.676933501,0.676933501,0.597235639,0.597235639
12/3/21,17-Dec,253331,2142592,1889261,3168617,3168617,0.079950022,0.079950022,0.676191537,0.676191537,0.596241515,0.596241515
12/2/21,17-Dec,254690,2138867,1884177,3168617,3168617,0.080378916,0.080378916,0.675015945,0.675015945,0.594637029,0.594637029
12/1/21,17-Dec,255676,2135761,1880085,3168617,3168617,0.080690093,0.080690093,0.674035707,0.674035707,0.593345614,0.593345614
11/30/21,17-Dec,255951,2132234,1876283,3168617,3168617,0.080776882,0.080776882,0.672922603,0.672922603,0.592145722,0.592145722
11/29/21,17-Dec,256090,2128912,1872822,3168617,3168617,0.080820749,0.080820749,0.671874196,0.671874196,0.591053447,0.591053447
11/28/21,17-Dec,256722,2126261,1869539,3168617,3168617,0.081020205,0.081020205,0.671037554,0.671037554,0.590017348,0.590017348
11/27/21,17-Dec,256784,2125358,1868574,3168617,3168617,0.081039772,0.081039772,0.670752571,0.670752571,0.589712799,0.589712799
11/26/21,17-Dec,257015,2123797,1866782,3168617,3168617,0.081112675,0.081112675,0.670259927,0.670259927,0.589147253,0.589147253
11/25/21,17-Dec,257086,2121534,1864448,3168617,3168617,0.081135082,0.081135082,0.669545736,0.669545736,0.588410654,0.588410654
11/24/21,17-Dec,257096,2121466,1864370,3168617,3168617,0.081138238,0.081138238,0.669524275,0.669524275,0.588386037,0.588386037
11/23/21,17-Dec,255075,2117299,1862224,3168617,3168617,0.08050042,0.08050042,0.66820919,0.66820919,0.58770877,0.58770877
11/22/21,17-Dec,252830,2112716,1859886,3168617,3168617,0.079791909,0.079791909,0.666762818,0.666762818,0.586970909,0.586970909
11/21/21,17-Dec,250832,2108294,1857462,3168617,3168617,0.07916135,0.07916135,0.665367256,0.665367256,0.586205906,0.586205906
11/20/21,17-Dec,250069,2106778,1856709,3168617,3168617,0.078920551,0.078920551,0.664888814,0.664888814,0.585968263,0.585968263
11/19/21,17-Dec,247840,2102756,1854916,3168617,3168617,0.07821709,0.07821709,0.663619491,0.663619491,0.585402401,0.585402401
11/18/21,17-Dec,245323,2097028,1851705,3168617,3168617,0.077422737,0.077422737,0.661811762,0.661811762,0.584389025,0.584389025
11/17/21,17-Dec,243267,2092575,1849308,3168617,3168617,0.076773873,0.076773873,0.660406417,0.660406417,0.583632544,0.583632544
11/16/21,17-Dec,241156,2088006,1846850,3168617,3168617,0.076107652,0.076107652,0.658964463,0.658964463,0.582856811,0.582856811
11/15/21,17-Dec,239269,2083799,1844530,3168617,3168617,0.075512124,0.075512124,0.657636754,0.657636754,0.58212463,0.58212463
11/14/21,17-Dec,237492,2079759,1842267,3168617,3168617,0.074951312,0.074951312,0.65636175,0.65636175,0.581410439,0.581410439
11/13/21,17-Dec,236928,2078379,1841451,3168617,3168617,0.074773316,0.074773316,0.655926229,0.655926229,0.581152913,0.581152913
11/12/21,17-Dec,235500,2074803,1839303,3168617,3168617,0.074322646,0.074322646,0.654797661,0.654797661,0.580475015,0.580475015
11/11/21,17-Dec,233898,2069509,1835611,3168617,3168617,0.073817063,0.073817063,0.6531269,0.6531269,0.579309838,0.579309838
11/10/21,17-Dec,231656,2064825,1833169,3168617,3168617,0.073109499,0.073109499,0.651648653,0.651648653,0.578539154,0.578539154
11/9/21,17-Dec,229448,2060039,1830591,3168617,3168617,0.072412665,0.072412665,0.650138215,0.650138215,0.57772555,0.57772555
11/8/21,17-Dec,227934,2056056,1828122,3168617,3168617,0.071934854,0.071934854,0.6488812,0.6488812,0.576946346,0.576946346
11/7/21,17-Dec,227383,2052683,1825300,3168617,3168617,0.071760961,0.071760961,0.647816697,0.647816697,0.576055737,0.576055737
11/6/21,17-Dec,227378,2051536,1824158,3168617,3168617,0.071759383,0.071759383,0.64745471,0.64745471,0.575695327,0.575695327
11/5/21,17-Dec,227410,2048970,1821560,3168617,3168617,0.071769482,0.071769482,0.646644893,0.646644893,0.574875411,0.574875411
11/4/21,17-Dec,227326,2044468,1817142,3168617,3168617,0.071742972,0.071742972,0.645224084,0.645224084,0.573481112,0.573481112
11/3/21,17-Dec,226599,2040999,1814400,3168617,3168617,0.071513534,0.071513534,0.644129284,0.644129284,0.57261575,0.57261575
11/2/21,17-Dec,226614,2038069,1811455,3168617,3168617,0.071518268,0.071518268,0.643204591,0.643204591,0.571686322,0.571686322
11/1/21,17-Dec,226736,2035254,1808518,3168617,3168617,0.071556771,0.071556771,0.64231619,0.64231619,0.57075942,0.57075942
10/31/21,17-Dec,227364,2032411,1805047,3168617,3168617,0.071754964,0.071754964,0.641418953,0.641418953,0.569663989,0.569663989
10/30/21,17-Dec,227833,2031576,1803743,3168617,3168617,0.071902978,0.071902978,0.641155432,0.641155432,0.569252453,0.569252453
10/29/21,17-Dec,228654,2029385,1800731,3168617,3168617,0.072162082,0.072162082,0.640463963,0.640463963,0.568301881,0.568301881
10/28/21,17-Dec,229806,2025837,1796031,3168617,3168617,0.072525648,0.072525648,0.639344231,0.639344231,0.566818584,0.566818584
10/27/21,17-Dec,230297,2023245,1792948,3168617,3168617,0.072680605,0.072680605,0.638526209,0.638526209,0.565845604,0.565845604
10/26/21,17-Dec,230771,2020508,1789737,3168617,3168617,0.072830197,0.072830197,0.637662425,0.637662425,0.564832228,0.564832228
10/25/21,17-Dec,231422,2018000,1786578,3168617,3168617,0.073035649,0.073035649,0.636870912,0.636870912,0.563835263,0.563835263
10/24/21,17-Dec,232490,2015554,1783064,3168617,3168617,0.073372705,0.073372705,0.636098967,0.636098967,0.562726262,0.562726262
10/23/21,17-Dec,233281,2014600,1781319,3168617,3168617,0.073622341,0.073622341,0.635797889,0.635797889,0.562175549,0.562175549
10/22/21,17-Dec,234249,2012059,1777810,3168617,3168617,0.073927837,0.073927837,0.634995962,0.634995962,0.561068125,0.561068125
10/21/21,17-Dec,235319,2008223,1772904,3168617,3168617,0.074265523,0.074265523,0.633785339,0.633785339,0.559519816,0.559519816
10/20/21,17-Dec,235971,2005669,1769698,3168617,3168617,0.074471291,0.074471291,0.632979309,0.632979309,0.558508018,0.558508018
10/19/21,17-Dec,236371,2002996,1766625,3168617,3168617,0.074597529,0.074597529,0.632135724,0.632135724,0.557538194,0.557538194
10/18/21,17-Dec,237141,2000338,1763197,3168617,3168617,0.074840538,0.074840538,0.631296872,0.631296872,0.556456334,0.556456334
10/17/21,17-Dec,237635,1997274,1759639,3168617,3168617,0.074996442,0.074996442,0.630329888,0.630329888,0.555333447,0.555333447
10/16/21,17-Dec,237758,1995956,1758198,3168617,3168617,0.07503526,0.07503526,0.629913934,0.629913934,0.554878674,0.554878674
10/15/21,17-Dec,238341,1993084,1754743,3168617,3168617,0.075219252,0.075219252,0.629007545,0.629007545,0.553788293,0.553788293
10/14/21,17-Dec,238963,1988231,1749268,3168617,3168617,0.075415552,0.075415552,0.627475962,0.627475962,0.55206041,0.55206041
10/13/21,17-Dec,238890,1985098,1746208,3168617,3168617,0.075392514,0.075392514,0.626487202,0.626487202,0.551094689,0.551094689
10/12/21,17-Dec,239127,1982014,1742887,3168617,3168617,0.07546731,0.07546731,0.625513907,0.625513907,0.550046598,0.550046598
10/11/21,17-Dec,239478,1979017,1739539,3168617,3168617,0.075578083,0.075578083,0.624568069,0.624568069,0.548989985,0.548989985
10/10/21,17-Dec,239562,1975494,1735932,3168617,3168617,0.075604593,0.075604593,0.623456227,0.623456227,0.547851634,0.547851634
10/9/21,17-Dec,239779,1973787,1734008,3168617,3168617,0.075673078,0.075673078,0.622917506,0.622917506,0.547244429,0.547244429
10/8/21,17-Dec,240187,1970142,1729955,3168617,3168617,0.07580184,0.07580184,0.621767162,0.621767162,0.545965322,0.545965322
10/7/21,17-Dec,240430,1964349,1723919,3168617,3168617,0.07587853,0.07587853,0.61993892,0.61993892,0.54406039,0.54406039
10/6/21,17-Dec,240847,1960976,1720129,3168617,3168617,0.076010133,0.076010133,0.618874417,0.618874417,0.542864284,0.542864284
10/5/21,17-Dec,241181,1957436,1716255,3168617,3168617,0.076115542,0.076115542,0.617757211,0.617757211,0.541641669,0.541641669
10/4/21,17-Dec,241355,1953809,1712454,3168617,3168617,0.076170455,0.076170455,0.616612547,0.616612547,0.540442092,0.540442092
10/3/21,17-Dec,241661,1949911,1708250,3168617,3168617,0.076267028,0.076267028,0.615382358,0.615382358,0.53911533,0.53911533
10/2/21,17-Dec,241764,1947738,1705974,3168617,3168617,0.076299534,0.076299534,0.61469657,0.61469657,0.538397036,0.538397036
10/1/21,17-Dec,242479,1943643,1701164,3168617,3168617,0.076525184,0.076525184,0.613404208,0.613404208,0.536879023,0.536879023
9/30/21,17-Dec,243555,1937969,1694414,3168617,3168617,0.076864765,0.076864765,0.611613521,0.611613521,0.534748756,0.534748756
9/29/21,17-Dec,244100,1934180,1690080,3168617,3168617,0.077036764,0.077036764,0.610417731,0.610417731,0.533380967,0.533380967
9/28/21,17-Dec,244593,1930433,1685840,3168617,3168617,0.077192352,0.077192352,0.609235196,0.609235196,0.532042844,0.532042844
9/27/21,17-Dec,244590,1926328,1681738,3168617,3168617,0.077191406,0.077191406,0.607939678,0.607939678,0.530748273,0.530748273
9/26/21,17-Dec,243560,1922516,1678956,3168617,3168617,0.076866343,0.076866343,0.60673663,0.60673663,0.529870287,0.529870287
9/25/21,17-Dec,244772,1921096,1676324,3168617,3168617,0.077248844,0.077248844,0.606288485,0.606288485,0.529039641,0.529039641
9/24/21,17-Dec,246582,1917264,1670682,3168617,3168617,0.077820071,0.077820071,0.605079124,0.605079124,0.527259053,0.527259053
9/23/21,17-Dec,249217,1911324,1662107,3168617,3168617,0.078651664,0.078651664,0.60320449,0.60320449,0.524552825,0.524552825
9/22/21,17-Dec,250498,1907760,1657262,3168617,3168617,0.079055941,0.079055941,0.602079709,0.602079709,0.523023767,0.523023767
9/21/21,17-Dec,251948,1903806,1651858,3168617,3168617,0.079513554,0.079513554,0.600831846,0.600831846,0.521318291,0.521318291
9/20/21,17-Dec,253559,1899882,1646323,3168617,3168617,0.080021978,0.080021978,0.59959345,0.59959345,0.519571472,0.519571472
9/19/21,17-Dec,255309,1895787,1640478,3168617,3168617,0.080574269,0.080574269,0.598301088,0.598301088,0.517726819,0.517726819
9/18/21,17-Dec,256554,1893782,1637228,3168617,3168617,0.080967185,0.080967185,0.59766832,0.59766832,0.516701135,0.516701135
9/17/21,17-Dec,259368,1889242,1629874,3168617,3168617,0.08185527,0.08185527,0.596235519,0.596235519,0.514380249,0.514380249
9/16/21,17-Dec,262838,1882646,1619808,3168617,3168617,0.082950385,0.082950385,0.594153853,0.594153853,0.511203468,0.511203468
9/15/21,17-Dec,264518,1877866,1613348,3168617,3168617,0.083480585,0.083480585,0.592645309,0.592645309,0.509164724,0.509164724
9/14/21,17-Dec,266289,1873121,1606832,3168617,3168617,0.084039504,0.084039504,0.59114781,0.59114781,0.507108306,0.507108306
9/13/21,17-Dec,268133,1868732,1600599,3168617,3168617,0.084621461,0.084621461,0.589762663,0.589762663,0.505141202,0.505141202
9/12/21,17-Dec,270119,1864046,1593927,3168617,3168617,0.085248233,0.085248233,0.588283784,0.588283784,0.503035551,0.503035551
9/11/21,17-Dec,271371,1861554,1590183,3168617,3168617,0.085643358,0.085643358,0.587497321,0.587497321,0.501853963,0.501853963
9/10/21,17-Dec,274927,1855953,1581026,3168617,3168617,0.086765614,0.086765614,0.585729673,0.585729673,0.498964059,0.498964059
9/9/21,17-Dec,279492,1848369,1568877,3168617,3168617,0.088206306,0.088206306,0.5833362,0.5833362,0.495129894,0.495129894
9/8/21,17-Dec,281599,1843379,1561780,3168617,3168617,0.088871265,0.088871265,0.58176138,0.58176138,0.492890116,0.492890116
9/7/21,17-Dec,284577,1838297,1553720,3168617,3168617,0.089811107,0.089811107,0.580157526,0.580157526,0.490346419,0.490346419
9/6/21,17-Dec,289799,1833465,1543666,3168617,3168617,0.091459144,0.091459144,0.578632571,0.578632571,0.487173426,0.487173426
9/5/21,17-Dec,290136,1832085,1541949,3168617,3168617,0.0915655,0.0915655,0.578197049,0.578197049,0.486631549,0.486631549
9/4/21,17-Dec,291189,1829020,1537831,3168617,3168617,0.091897822,0.091897822,0.57722975,0.57722975,0.485331929,0.485331929
9/3/21,17-Dec,294612,1823010,1528398,3168617,3168617,0.092978104,0.092978104,0.575333024,0.575333024,0.48235492,0.48235492
9/2/21,17-Dec,299863,1813677,1513814,3168617,3168617,0.094635294,0.094635294,0.572387575,0.572387575,0.477752281,0.477752281
9/1/21,17-Dec,302769,1808001,1505232,3168617,3168617,0.095552413,0.095552413,0.570596257,0.570596257,0.475043844,0.475043844
8/31/21,17-Dec,305440,1801510,1496070,3168617,3168617,0.096395367,0.096395367,0.568547729,0.568547729,0.472152362,0.472152362
8/30/21,17-Dec,309817,1795440,1485623,3168617,3168617,0.097776727,0.097776727,0.566632067,0.566632067,0.46885534,0.46885534
8/29/21,17-Dec,314227,1789304,1475077,3168617,3168617,0.099168502,0.099168502,0.564695575,0.564695575,0.465527074,0.465527074
8/28/21,17-Dec,315667,1785906,1470239,3168617,3168617,0.099622959,0.099622959,0.563623183,0.563623183,0.464000225,0.464000225
8/27/21,17-Dec,318577,1777675,1459098,3168617,3168617,0.10054134,0.10054134,0.56102552,0.56102552,0.46048418,0.46048418
8/26/21,17-Dec,322939,1766675,1443736,3168617,3168617,0.101917966,0.101917966,0.557553974,0.557553974,0.455636008,0.455636008
8/25/21,17-Dec,325777,1759382,1433605,3168617,3168617,0.102813625,0.102813625,0.555252339,0.555252339,0.452438714,0.452438714
8/24/21,17-Dec,328925,1751929,1423004,3168617,3168617,0.103807118,0.103807118,0.552900209,0.552900209,0.44909309,0.44909309
8/23/21,17-Dec,332701,1744703,1412002,3168617,3168617,0.104998805,0.104998805,0.550619718,0.550619718,0.445620913,0.445620913
8/22/21,17-Dec,335699,1737500,1401801,3168617,3168617,0.10594496,0.10594496,0.548346487,0.548346487,0.442401527,0.442401527
8/21/21,17-Dec,336126,1733736,1397610,3168617,3168617,0.106079719,0.106079719,0.547158587,0.547158587,0.441078868,0.441078868
8/20/21,17-Dec,336779,1724827,1388048,3168617,3168617,0.106285802,0.106285802,0.54434695,0.54434695,0.438061148,0.438061148
8/19/21,17-Dec,337888,1712529,1374641,3168617,3168617,0.106635797,0.106635797,0.540465762,0.540465762,0.433829964,0.433829964
8/18/21,17-Dec,339054,1704750,1365696,3168617,3168617,0.107003781,0.107003781,0.538010747,0.538010747,0.431006966,0.431006966
8/17/21,17-Dec,340054,1696397,1356343,3168617,3168617,0.107319376,0.107319376,0.535374581,0.535374581,0.428055205,0.428055205
8/16/21,17-Dec,340596,1687345,1346749,3168617,3168617,0.107490429,0.107490429,0.532517815,0.532517815,0.425027386,0.425027386
8/15/21,17-Dec,340787,1678829,1338042,3168617,3168617,0.107550707,0.107550707,0.529830207,0.529830207,0.422279499,0.422279499
8/14/21,17-Dec,340281,1674446,1334165,3168617,3168617,0.107391016,0.107391016,0.528446953,0.528446953,0.421055937,0.421055937
8/13/21,17-Dec,337599,1664151,1326552,3168617,3168617,0.10654459,0.10654459,0.525197902,0.525197902,0.418653312,0.418653312
8/12/21,17-Dec,334378,1649335,1314957,3168617,3168617,0.105528058,0.105528058,0.520522045,0.520522045,0.414993986,0.414993986
8/11/21,17-Dec,332002,1638665,1306663,3168617,3168617,0.104778204,0.104778204,0.517154645,0.517154645,0.412376441,0.412376441
8/10/21,17-Dec,329262,1627659,1298397,3168617,3168617,0.103913474,0.103913474,0.513681205,0.513681205,0.409767731,0.409767731
8/9/21,17-Dec,325430,1614638,1289208,3168617,3168617,0.102704113,0.102704113,0.509571842,0.509571842,0.406867728,0.406867728
8/8/21,17-Dec,321049,1601545,1280496,3168617,3168617,0.101321491,0.101321491,0.505439755,0.505439755,0.404118264,0.404118264
8/7/21,17-Dec,319153,1596563,1277410,3168617,3168617,0.100723123,0.100723123,0.50386746,0.50386746,0.403144337,0.403144337
8/6/21,17-Dec,315137,1586398,1271261,3168617,3168617,0.099455693,0.099455693,0.500659436,0.500659436,0.401203743,0.401203743
8/5/21,17-Dec,309215,1570539,1261324,3168617,3168617,0.097586739,0.097586739,0.495654413,0.495654413,0.398067674,0.398067674
8/4/21,17-Dec,303266,1557101,1253835,3168617,3168617,0.095709264,0.095709264,0.491413446,0.491413446,0.395704183,0.395704183
8/3/21,17-Dec,297750,1544096,1246346,3168617,3168617,0.093968441,0.093968441,0.487309132,0.487309132,0.393340691,0.393340691
8/2/21,17-Dec,291760,1530051,1238291,3168617,3168617,0.092078026,0.092078026,0.482876599,0.482876599,0.390798572,0.390798572
8/1/21,17-Dec,286588,1517757,1231169,3168617,3168617,0.090445769,0.090445769,0.478996673,0.478996673,0.388550904,0.388550904
7/31/21,17-Dec,284876,1513555,1228679,3168617,3168617,0.08990547,0.08990547,0.477670542,0.477670542,0.387765072,0.387765072
7/30/21,17-Dec,281317,1504703,1223386,3168617,3168617,0.088782267,0.088782267,0.474876894,0.474876894,0.386094627,0.386094627
7/29/21,17-Dec,275859,1490744,1214885,3168617,3168617,0.087059749,0.087059749,0.470471502,0.470471502,0.383411753,0.383411753
7/28/21,17-Dec,270729,1478620,1207891,3168617,3168617,0.085440746,0.085440746,0.466645227,0.466645227,0.381204481,0.381204481
7/27/21,17-Dec,265723,1466477,1200754,3168617,3168617,0.083860877,0.083860877,0.462812956,0.462812956,0.378952079,0.378952079
